term_str,n,tfidf_x,dfidf,syu_sentiment,weighted_sentiment
adept,4.0,0.002136268736061443,5.977279923499917,1.0,0.002136268736061443
adequate,1.3333333333333333,0.020919725034738226,13.176952268336285,0.5,0.010459862517369113
adhered,3.0,0.001602201552046082,5.977279923499917,0.6,0.0009613209312276491
admirable,2.25,0.013410099271950738,15.909119693999665,0.5,0.006705049635975369
admiration,3.1666666666666665,0.020194453990564108,28.70780907334513,0.75,0.01514584049292308
admire,2.6666666666666665,0.0398748309573208,13.176952268336285,1.0,0.0398748309573208
admired,2.0,0.01743135126365616,18.27675914306277,0.5,0.00871567563182808
admirer,3.0,0.001602201552046082,5.977279923499917,0.5,0.000801100776023041
admires,1.0,0.0005340671840153607,5.977279923499917,1.0,0.0005340671840153607
admiring,1.0,0.051010929472274806,9.954559846999834,0.75,0.0382581971042061
admit,2.25,0.027381674998206314,15.909119693999665,0.6,0.016429004998923788
admits,1.0,0.1328284427444426,5.977279923499917,0.6,0.07969706564666557
admitted,4.333333333333333,0.017973288060230422,13.176952268336285,0.6,0.010783972836138253
admonition,1.0,0.0005340671840153607,5.977279923499917,-0.5,-0.00026703359200768036
adopt,8.0,0.004272537472122886,5.977279923499917,0.5,0.002136268736061443
adorable,1.0,0.010987646918198377,5.977279923499917,0.75,0.008240735188648783
adoration,1.25,0.013040982528195454,15.909119693999665,1.0,0.013040982528195454
adore,1.0,0.0005340671840153607,5.977279923499917,0.75,0.00040055038801152054
adored,3.0,0.018929487344422465,18.27675914306277,0.5,0.009464743672211232
adores,1.0,0.0005340671840153607,5.977279923499917,0.5,0.00026703359200768036
adorn,10.0,0.005340671840153606,5.977279923499917,0.4,0.0021362687360614425
adorned,5.666666666666667,0.026287501258573497,13.176952268336285,0.4000000000000001,0.0105150005034294
adrift,1.0,0.01627810051302588,9.954559846999834,-0.8,-0.013022480410420706
advance,5.0,0.014146332061892537,15.909119693999665,0.8,0.01131706564951403
advanced,2.5555555555555554,0.02241969898239161,32.53238859703688,0.75,0.016814774236793707
advancement,2.0,0.04432742667908904,9.954559846999834,1.0,0.04432742667908904
advances,1.4,0.024468763987756166,18.27675914306277,0.8,0.01957501119020493
advantage,1.8571428571428572,0.019735793459318803,30.37895002019237,0.75,0.014801845094489102
advantageous,1.0,0.004717663712312484,5.977279923499917,0.5,0.002358831856156242
advantages,2.142857142857143,0.014383726017247288,22.189475010096185,0.75,0.010787794512935465
advent,2.0,0.0010681343680307214,5.977279923499917,0.8,0.0008545074944245772
adventure,1.0,0.02317767733130455,13.176952268336285,0.5,0.011588838665652275
adventures,2.0,0.005241782284989782,9.954559846999834,0.25,0.0013104455712474455
adventurous,1.3333333333333333,0.028902907826469638,13.176952268336285,0.75,0.021677180869852226
adversaries,3.0,0.001602201552046082,5.977279923499917,-0.6,-0.0009613209312276491
adversary,3.0,0.02619328558897593,15.909119693999665,-0.75,-0.019644964191731947
adverse,2.5,0.0248186656987078,9.954559846999834,-0.5,-0.0124093328493539
adversity,2.6666666666666665,0.024099334036785016,13.176952268336285,-0.5,-0.012049667018392508
advise,1.0,0.016073568771768437,9.954559846999834,0.8,0.01285885501741475
advocate,1.0,0.01703749370100538,9.954559846999834,0.6,0.010222496220603228
advocates,1.0,0.004717663712312484,5.977279923499917,0.6,0.00283059822738749
aesthetic,2.0,0.009435327424624967,5.977279923499917,0.25,0.002358831856156242
affability,1.0,0.016073568771768437,9.954559846999834,0.8,0.01285885501741475
affable,2.0,0.0010681343680307214,5.977279923499917,0.5,0.0005340671840153607
affectation,1.0,0.038071846646496287,5.977279923499917,-0.4,-0.015228738658598515
affection,4.16,0.016717075885692628,33.335593343129794,1.0,0.016717075885692628
affectionate,3.0,0.024954865580692185,23.81823938799933,0.5,0.012477432790346092
affinity,3.0,0.001602201552046082,5.977279923499917,0.8,0.0012817612416368656
affirm,1.0,0.04395058767279351,5.977279923499917,0.5,0.021975293836396754
affirmative,1.0,0.05299508997357075,9.954559846999834,0.5,0.026497544986785374
afflicted,1.25,0.01904686276204998,15.909119693999665,-0.5,-0.00952343138102499
affliction,2.0,0.0010681343680307214,5.977279923499917,-0.75,-0.0008011007760230411
affluence,1.0,0.04179916030419522,5.977279923499917,0.5,0.02089958015209761
afford,2.3636363636363638,0.016703190525194242,27.696331353488816,0.5,0.008351595262597121
afraid,2.857142857142857,0.023602638004096715,22.189475010096185,-0.75,-0.01770197850307254
aggravated,3.0,0.001602201552046082,5.977279923499917,-0.75,-0.0012016511640345615
aggravation,1.0,0.01703749370100538,9.954559846999834,-0.5,-0.00851874685050269
aggressive,1.0,0.04115984627825929,9.954559846999834,-1.0,-0.04115984627825929
aggressively,1.0,0.057473845418268436,5.977279923499917,-1.0,-0.057473845418268436
aghast,4.0,0.02735199439643401,13.176952268336285,-1.0,-0.02735199439643401
agile,1.0,0.04494195431202945,5.977279923499917,0.75,0.033706465734022084
agility,3.0,0.001602201552046082,5.977279923499917,0.75,0.0012016511640345615
agitated,2.3333333333333335,0.016318824413271926,25.26619429851844,-0.5,-0.008159412206635963
agitation,3.0,0.02270973843091614,28.70780907334513,-1.0,-0.02270973843091614
agonies,1.5,0.017929138640708477,15.909119693999665,-1.0,-0.017929138640708477
agonized,2.0,0.0010681343680307214,5.977279923499917,-1.0,-0.0010681343680307214
agonizing,18.0,0.009613209312276492,5.977279923499917,-1.0,-0.009613209312276492
agony,3.5714285714285716,0.023223873591159516,30.37895002019237,-0.5,-0.011611936795579758
agree,1.3333333333333333,0.06377245440069594,13.176952268336285,0.5,0.03188622720034797
agreeable,1.0,0.024514206239164973,20.353904536672562,0.75,0.01838565467937373
agreeably,1.0,0.04362978046350304,5.977279923499917,1.0,0.04362978046350304
agreed,3.142857142857143,0.023980418515784425,22.189475010096185,0.5,0.011990209257892213
agreeing,1.0,0.08418704117605517,5.977279923499917,1.0,0.08418704117605517
agreement,1.0,0.02113529967935814,9.954559846999834,0.5,0.01056764983967907
ahead,1.0,0.14650549225372597,9.954559846999834,0.8,0.11720439380298078
aid,2.5454545454545454,0.016346315844044234,27.696331353488816,1.0,0.016346315844044234
aimless,1.0,0.024789602123493563,9.954559846999834,-0.5,-0.012394801061746782
alarm,1.75,0.015118233853551061,23.81823938799933,-0.75,-0.011338675390163295
alarmed,1.5454545454545454,0.028145019791511072,27.696331353488816,-0.75,-0.021108764843633304
alarming,1.3333333333333333,0.012278520015202255,13.176952268336285,-0.75,-0.009208890011401691
alas,3.6666666666666665,0.01707760370016396,31.05583991837097,-0.4,-0.006831041480065582
alert,1.0,0.025616644148295637,9.954559846999834,-0.25,-0.006404161037073909
alertness,1.0,0.036007710382529624,5.977279923499917,0.6,0.021604626229517775
alien,6.0,0.003204403104092164,5.977279923499917,-0.6,-0.0019226418624552983
alienated,1.0,0.0005340671840153607,5.977279923499917,-0.75,-0.00040055038801152054
alienation,2.0,0.0010681343680307214,5.977279923499917,-0.75,-0.0008011007760230411
alive,2.642857142857143,0.014317179297467869,30.37895002019237,0.5,0.0071585896487339346
allay,4.0,0.002136268736061443,5.977279923499917,0.6,0.0012817612416368656
allege,1.0,0.0005340671840153607,5.977279923499917,-0.5,-0.00026703359200768036
allegiance,1.0,0.0005340671840153607,5.977279923499917,0.5,0.00026703359200768036
alleviate,1.0,0.012303135337665782,9.954559846999834,1.0,0.012303135337665782
alleviation,4.0,0.002136268736061443,5.977279923499917,1.0,0.002136268736061443
allied,2.5,0.0129702118106152,9.954559846999834,1.0,0.0129702118106152
allow,1.5384615384615385,0.01959111567600549,29.598922669664713,0.25,0.004897778919001373
allure,2.0,0.0010681343680307214,5.977279923499917,0.8,0.0008545074944245772
alluring,1.0,0.016073568771768437,9.954559846999834,0.5,0.008036784385884219
ally,2.0,0.0010681343680307214,5.977279923499917,0.8,0.0008545074944245772
almighty,1.5,0.018094646455370237,9.954559846999834,1.0,0.018094646455370237
alone,6.071428571428571,0.017535110144172302,32.75790004038475,-0.6,-0.010521066086503382
alter,3.25,0.02682027401431732,15.909119693999665,-0.25,-0.00670506850357933
altercation,1.0,0.06568439476373536,5.977279923499917,-0.75,-0.04926329607280152
amaze,1.0,0.0005340671840153607,5.977279923499917,0.5,0.00026703359200768036
amazed,1.1428571428571428,0.030261196943658548,22.189475010096185,0.5,0.015130598471829274
amazement,1.0,0.029314777555500098,22.189475010096185,0.8,0.023451822044400075
amazing,1.0,0.05341985515495002,13.176952268336285,0.5,0.02670992757747501
amazingly,1.0,0.024208992042012094,9.954559846999834,0.5,0.012104496021006047
ambiguous,1.0,0.0005340671840153607,5.977279923499917,-0.5,-0.00026703359200768036
ambition,6.0,0.019516874135874232,25.26619429851844,0.6,0.01171012448152454
ambitions,1.0,0.0005340671840153607,5.977279923499917,-0.25,-0.00013351679600384018
ambitious,11.0,0.0058747390241689675,5.977279923499917,0.5,0.0029373695120844838
ambush,4.0,0.002136268736061443,5.977279923499917,-0.5,-0.0010681343680307214
ameliorate,1.0,0.04528242366287816,5.977279923499917,0.5,0.02264121183143908
amenable,1.0,0.05108786259401639,5.977279923499917,0.5,0.025543931297008195
amend,1.0,0.10486456006140205,5.977279923499917,0.8,0.08389164804912164
amenity,1.0,0.0005340671840153607,5.977279923499917,0.25,0.00013351679600384018
amiability,1.0,0.0005340671840153607,5.977279923499917,1.0,0.0005340671840153607
amiable,2.3,0.02396918797367242,26.55351828612554,0.5,0.01198459398683621
amity,2.0,0.0010681343680307214,5.977279923499917,-0.4,-0.0004272537472122886
ample,1.7142857142857142,0.022366211015885755,22.189475010096185,1.0,0.022366211015885755
amply,1.0,0.004717663712312484,5.977279923499917,1.0,0.004717663712312484
amuse,2.0,0.04124209407076341,9.954559846999834,0.75,0.03093157055307256
amused,1.25,0.015859675906317604,15.909119693999665,0.5,0.007929837953158802
amusement,1.75,0.01629419091195648,23.81823938799933,0.5,0.00814709545597824
amusements,2.0,0.028401599852779555,13.176952268336285,0.25,0.007100399963194889
amusing,1.0,0.021621188965807243,13.176952268336285,0.5,0.010810594482903621
analyze,1.0,0.0005340671840153607,5.977279923499917,0.25,0.00013351679600384018
anarchist,1.0,0.0466974994023431,5.977279923499917,-0.5,-0.02334874970117155
anarchy,1.5,0.002408916513471112,9.954559846999834,-0.5,-0.001204458256735556
ancestor,1.0,0.004717663712312484,5.977279923499917,0.25,0.001179415928078121
ancestors,3.6666666666666665,0.0280028446512748,13.176952268336285,0.25,0.0070007111628187
ancient,4.5,0.023015938500849577,26.55351828612554,0.25,0.005753984625212394
anecdotes,1.0,0.0005340671840153607,5.977279923499917,0.4,0.0002136268736061443
angel,2.0,0.018990545809556333,23.81823938799933,0.5,0.009495272904778166
angelic,1.5,0.0204908320710808,15.909119693999665,0.75,0.015368124053310601
anger,4.142857142857143,0.028506416345542313,22.189475010096185,-0.75,-0.021379812259156732
angrily,3.0,0.018514870777176475,9.954559846999834,-0.5,-0.009257435388588238
angry,4.1,0.01875528837480509,26.55351828612554,-0.75,-0.014066466281103817
anguish,3.9166666666666665,0.026325698761592502,28.70780907334513,-1.0,-0.026325698761592502
animated,3.7142857142857144,0.027929743817765088,22.189475010096185,0.4,0.011171897527106036
animation,2.0,0.03016478851874591,22.189475010096185,0.25,0.007541197129686477
animosity,1.5,0.002408916513471112,9.954559846999834,-0.75,-0.0018066873851033342
annihilate,2.0,0.0010681343680307214,5.977279923499917,-0.5,-0.0005340671840153607
annihilated,4.0,0.003520710635053474,9.954559846999834,-1.0,-0.003520710635053474
annihilation,2.5,0.01996167923209239,15.909119693999665,-0.5,-0.009980839616046195
annoy,1.5,0.013542822710474831,9.954559846999834,-0.75,-0.010157117032856124
annoyance,1.0,0.024151589225758382,9.954559846999834,-1.0,-0.024151589225758382
annoyed,1.0,0.034940911648123144,9.954559846999834,-0.5,-0.017470455824061572
annoying,1.0,0.04899409773360588,5.977279923499917,-0.75,-0.03674557330020441
antagonism,1.0,0.004717663712312484,5.977279923499917,-0.5,-0.002358831856156242
antagonist,1.5,0.027252994641034985,15.909119693999665,-0.75,-0.020439745980776237
antagonistic,1.0,0.004717663712312484,5.977279923499917,-0.75,-0.003538247784234363
anticipation,1.2,0.016241411224618252,18.27675914306277,0.25,0.004060352806154563
antipathy,1.0,0.020621047035381704,9.954559846999834,-0.5,-0.010310523517690852
antique,4.0,0.03473837792688142,9.954559846999834,0.25,0.008684594481720355
anxieties,1.0,0.0005340671840153607,5.977279923499917,-1.0,-0.0005340671840153607
anxiety,4.222222222222222,0.01992003405699312,25.26619429851844,-1.0,-0.01992003405699312
anxious,2.3333333333333335,0.01700576816903241,28.70780907334513,-0.75,-0.012754326126774308
anxiously,2.4,0.01216926798588296,18.27675914306277,-1.0,-0.01216926798588296
apathetic,1.0,0.02353259812401542,5.977279923499917,-0.75,-0.017649448593011565
apathy,1.0,0.0430020138381289,5.977279923499917,-1.0,-0.0430020138381289
apologize,1.0,0.00218655768915464,9.954559846999834,0.8,0.0017492461513237121
apologized,1.0,0.008573499635557943,9.954559846999834,0.8,0.006858799708446356
appalled,1.0,0.05022924305462115,5.977279923499917,-0.5,-0.025114621527310574
appalling,4.25,0.01995402414827276,15.909119693999665,-0.75,-0.014965518111204569
appeal,3.75,0.012484882333499911,15.909119693999665,0.6,0.007490929400099946
appearing,1.0,0.009271993463291653,13.176952268336285,0.25,0.002317998365822913
appeased,1.0,0.030188282441918773,5.977279923499917,0.6,0.018112969465151264
appeasing,1.0,0.0005340671840153607,5.977279923499917,0.6,0.0003204403104092164
applauded,1.0,0.0005340671840153607,5.977279923499917,0.8,0.0004272537472122886
applause,3.0,0.003075992986420529,9.954559846999834,0.5,0.0015379964932102645
appreciate,1.5,0.017230296852799382,15.909119693999665,0.5,0.008615148426399691
appreciated,1.5,0.010242512773632782,9.954559846999834,0.75,0.007681884580224586
appreciation,1.0,0.004717663712312484,5.977279923499917,0.75,0.003538247784234363
apprehension,1.8571428571428572,0.017061249492345082,22.189475010096185,-0.75,-0.01279593711925881
apprehensions,1.0,0.022664819755434818,13.176952268336285,-1.0,-0.022664819755434818
apprehensive,1.0,0.030205972821303925,9.954559846999834,-0.75,-0.022654479615977944
approbation,2.0,0.022416742778048577,13.176952268336285,0.6,0.013450045666829146
appropriate,1.0,0.0005340671840153607,5.977279923499917,1.0,0.0005340671840153607
approval,1.0,0.0039777570524121685,13.176952268336285,1.0,0.0039777570524121685
approve,1.0,0.07684221636280573,9.954559846999834,0.5,0.03842110818140287
approved,1.0,0.005079406309496906,13.176952268336285,1.0,0.005079406309496906
approving,1.0,0.0005340671840153607,5.977279923499917,1.0,0.0005340671840153607
apt,1.3333333333333333,0.012508913919814096,13.176952268336285,0.5,0.006254456959907048
arbitrary,1.0,0.010987646918198377,5.977279923499917,-0.5,-0.0054938234590991885
arcade,2.0,0.0010681343680307214,5.977279923499917,0.6,0.0006408806208184328
ardent,3.375,0.028742763443372087,23.81823938799933,0.75,0.021557072582529063
ardently,1.2,0.041159607700273826,26.55351828612554,0.4,0.01646384308010953
arduous,1.0,0.01852118207247793,9.954559846999834,-0.5,-0.009260591036238965
argue,1.0,0.022766318039514868,20.353904536672562,-0.5,-0.011383159019757434
argument,2.6,0.019685283539520444,18.27675914306277,-0.8,-0.015748226831616356
argumentative,1.0,0.03978140912198729,9.954559846999834,-0.5,-0.019890704560993646
aristocratic,5.0,0.02358831856156242,5.977279923499917,-0.25,-0.005897079640390605
arouse,1.0,0.03351237978587709,9.954559846999834,0.8,0.026809903828701673
aroused,1.1666666666666667,0.02600355376813052,20.353904536672562,0.8000000000000002,0.020802843014504416
arrest,2.0,0.015443057002434729,13.176952268336285,-0.5,-0.0077215285012173646
arrested,1.5714285714285714,0.012964305662315993,22.189475010096185,-0.5,-0.006482152831157996
arrests,2.0,0.0010681343680307214,5.977279923499917,-0.6,-0.0006408806208184328
arrogance,2.0,0.0010681343680307214,5.977279923499917,-0.5,-0.0005340671840153607
arrogant,2.0,0.0010681343680307214,5.977279923499917,-0.75,-0.0008011007760230411
art,4.363636363636363,0.020044580371765677,27.696331353488816,0.6,0.012026748223059403
articulate,2.0,0.021491486490453474,13.176952268336285,0.5,0.010745743245226737
articulation,3.0,0.001602201552046082,5.977279923499917,0.25,0.0004005503880115205
artillery,1.5,0.008795858459874416,9.954559846999834,-0.6,-0.005277515075924649
artisan,3.0,0.014152991136937453,5.977279923499917,0.6,0.008491794682162471
artisans,3.0,0.014152991136937453,5.977279923499917,0.6,0.008491794682162471
artist,3.5,0.019632976194060292,9.954559846999834,0.6,0.011779785716436175
artistic,2.0,0.009435327424624967,5.977279923499917,0.6,0.00566119645477498
ascendancy,1.0,0.0005340671840153607,5.977279923499917,0.1,5.340671840153608e-05
ascent,2.2,0.016698099764278496,18.27675914306277,0.8,0.013358479811422797
ash,1.0,0.06099265228061139,5.977279923499917,-0.4,-0.024397060912244556
ashamed,1.5,0.01830115048978436,15.909119693999665,-1.0,-0.01830115048978436
ashes,3.0,0.02961393373226057,13.176952268336285,-0.4000000000000001,-0.01184557349290423
aspiration,1.0,0.0005340671840153607,5.977279923499917,0.5,0.00026703359200768036
aspirations,3.3333333333333335,0.013063423057157,13.176952268336285,0.8000000000000002,0.010450738445725602
aspire,2.0,0.02215955493927227,13.176952268336285,0.5,0.011079777469636135
aspiring,2.0,0.00437311537830928,9.954559846999834,1.0,0.00437311537830928
ass,1.3333333333333333,0.058619431768637126,13.176952268336285,-0.5,-0.029309715884318563
assailant,1.0,0.015490088651003334,9.954559846999834,-1.0,-0.015490088651003334
assassin,1.0,0.028136518202058716,9.954559846999834,-0.5,-0.014068259101029358
assassination,2.0,0.0010681343680307214,5.977279923499917,-0.5,-0.0005340671840153607
assassins,1.0,0.0005340671840153607,5.977279923499917,-1.0,-0.0005340671840153607
assault,1.0,0.0005340671840153607,5.977279923499917,-0.75,-0.00040055038801152054
assaulted,1.0,0.013259251315817863,13.176952268336285,-1.0,-0.013259251315817863
assembled,15.0,0.022504147593887105,9.954559846999834,0.25,0.005626036898471776
assembly,5.666666666666667,0.0104192547503287,13.176952268336285,0.25,0.002604813687582175
assent,2.5,0.002853634162104057,9.954559846999834,0.4,0.001141453664841623
asses,1.0,0.056066066599427915,13.176952268336285,-0.6,-0.03363963995965674
assist,3.8333333333333335,0.023925604398343073,20.353904536672562,0.8000000000000002,0.01914048351867446
assistance,2.3333333333333335,0.014835884259999281,20.353904536672562,0.8000000000000002,0.011868707407999425
assuage,1.0,0.011586011617695277,9.954559846999834,1.0,0.011586011617695277
assurance,2.0,0.02257043361975279,13.176952268336285,0.5,0.011285216809876396
assurances,1.5,0.01140788928629796,9.954559846999834,0.8,0.009126311429038369
assure,2.8,0.030563006156088,18.27675914306277,0.8,0.0244504049248704
assured,4.333333333333333,0.037886880148032785,28.70780907334513,0.8000000000000002,0.030309504118426228
assuredly,1.6666666666666667,0.014931442066808088,20.353904536672562,0.8000000000000002,0.01194515365344647
assures,1.0,0.016073568771768437,9.954559846999834,0.8,0.01285885501741475
assuring,1.0,0.008573499635557943,9.954559846999834,0.8,0.006858799708446356
astonished,1.4444444444444444,0.026782038301442646,25.26619429851844,0.5,0.013391019150721323
astonishing,1.3333333333333333,0.025722346249152005,25.26619429851844,0.5,0.012861173124576002
astonishment,1.3076923076923077,0.019193108222988867,29.598922669664713,0.5,0.009596554111494434
astounded,1.0,0.015485181148963516,5.977279923499917,0.5,0.007742590574481758
astounding,1.0,0.029015921958737458,5.977279923499917,0.75,0.021761941469053095
astray,1.0,0.05108786259401639,5.977279923499917,-0.5,-0.025543931297008195
asunder,2.0,0.0010681343680307214,5.977279923499917,-0.6,-0.0006408806208184328
athletic,1.0,0.0005340671840153607,5.977279923499917,0.5,0.00026703359200768036
atone,1.0,0.030188282441918773,5.977279923499917,-0.25,-0.007547070610479693
atrocious,1.0,0.02644814125442441,5.977279923499917,-0.5,-0.013224070627212205
attack,3.6666666666666665,0.023354553331520533,13.176952268336285,-0.75,-0.0175159149986404
attacked,1.8333333333333333,0.016743267989978813,20.353904536672562,-1.0,-0.016743267989978813
attacks,1.3333333333333333,0.011049478306184789,13.176952268336285,-0.5,-0.0055247391530923945
attain,3.6666666666666665,0.13543345143483798,13.176952268336285,0.8000000000000002,0.1083467611478704
attainable,1.0,0.0005340671840153607,5.977279923499917,0.8,0.0004272537472122886
attainment,1.0,0.028096618373161297,9.954559846999834,0.8,0.022477294698529035
attendance,1.6,0.00828097559401555,18.27675914306277,0.4,0.00331239023760622
attendant,6.0,0.04196067267479136,13.176952268336285,0.4000000000000001,0.016784269069916546
attendants,3.3333333333333335,0.016821857407109675,13.176952268336285,0.4000000000000001,0.00672874296284387
attention,2.375,0.013118098688347646,33.41561814669025,0.25,0.0032795246720869115
attentive,1.3333333333333333,0.02247553787486456,13.176952268336285,0.5,0.01123776893743228
attenuated,1.5,0.010242512773632782,9.954559846999834,-0.25,-0.0025606281934081954
attract,1.25,0.014105727553620582,15.909119693999665,0.8,0.011284582042896465
