term_str,n,max_pos
sophia,5,NNP
sophism,1,NN
sophisms,1,NN
soprano,2,NNP
sordid,4,JJ
sore,2,NN
sorely,1,RB
sorrow,80,NN
sorrowed,1,VBD
sorrowful,11,JJ
sorrowfully,1,RB
sorrowing,9,VBG
sorrows,19,NNS
sorrowsadness,1,NN
sorry,19,JJ
sort,32,NN
sotto,2,NNP
sought,69,VBD
soughtone,1,NN
soul,136,NN
souled,1,NN
souli,1,NN
soulless,2,NN
soulrepose,1,NN
souls,17,NN
sound,106,NN
sounded,4,JJ
soundest,1,JJS
sounding,5,VBG
soundless,2,NN
soundly,2,RB
sounds,40,NNS
soup,1,NN
sour,1,JJ
source,17,NN
sources,6,NNS
south,39,NN
southampton,1,NNP
southand,1,VB
southern,15,JJ
southward,6,NNP
southwards,3,NN
southwardsthey,1,NN
southwesterly,1,JJ
sovereign,10,NN
sovereigns,6,NN
sovereignty,5,NN
sow,1,VB
sowing,2,NN
sown,4,NN
space,94,NNP
spacea,1,NN
spaceand,1,NN
spaceland,54,NNP
spacelanders,3,NNP
spacious,7,JJ
spade,3,NN
spadefuls,1,NN
spain,3,NNP
spaniards,1,NNP
spaniel,1,NN
spanish,1,JJ
spanned,1,VBN
spanning,1,VBG
spans,1,NNS
spar,1,NN
spare,12,VB
spared,15,VBN
sparing,2,NN
spark,8,NN
sparkled,7,VBN
sparkling,8,VBG
sparrow,3,NN
spartan,1,NNP
spasm,5,NN
spasmodic,4,JJ
speak,81,VB
speaker,4,NN
speakers,2,NN
speaking,21,VBG
speaks,4,VBD
speakshe,1,VB
speakwhat,1,NNP
spear,2,NN
special,5,JJ
specie,1,NN
species,31,NN
specific,1,JJ
specimen,6,NNS
specimens,7,NNP
specious,1,JJ
speck,3,NN
speckas,1,NN
specked,1,VBD
speckled,2,VBN
specks,1,NNS
spectacle,3,NN
spectacles,11,NNS
spectacleslike,1,VBZ
spectacular,1,JJ
spectator,3,NN
spectators,11,NNS
spectatress,1,NN
spectral,3,JJ
spectre,10,NN
spectres,1,NN
speculating,1,VBG
speculation,4,NN
speculations,4,NNS
speculative,2,JJ
sped,5,VBD
speech,25,NN
speeches,3,NN
speechless,7,NN
speed,21,NN
speeded,2,VBD
speedier,1,JJR
speedily,18,RB
speedy,13,NN
spell,3,NN
spelt,1,VBN
spend,12,VB
spendthrift,1,NN
spent,58,VBN
sperits,3,VB
sphere,66,NNP
spheres,9,NNP
spheresloved,1,VBN
sphinx,1,NNP
sphynx,2,NNP
spices,1,NN
spicy,3,NN
spiders,2,NN
spies,1,NN
spin,2,VB
spinning,4,VBG
spire,2,NN
spires,1,NN
spirit,161,NN
spirited,3,VBD
spiritless,1,NN
spirits,66,NNS
spiritual,4,NN
spit,2,NN
spite,30,NN
spitefully,1,NN
splash,7,NN
splashed,1,VBD
splashes,1,NNS
splashing,2,NN
spleen,2,NN
splendid,17,JJ
splendour,15,NN
splenetic,2,NN
splinter,1,NN
splintered,3,JJ
splintering,2,NN
split,6,NN
splitting,1,NN
spoil,4,NN
spoiled,2,VBN
spoiler,1,NN
spoke,98,VBD
spokebut,1,VBZ
spoken,13,VBN
spokes,1,NNS
spokeyou,1,NN
spoleto,1,NNP
sponge,1,NN
spontaneous,1,JJ
spontaneouslymachines,1,NNS
spontaneouslymy,1,JJ
spoon,1,NN
sporadic,1,JJ
sporadically,1,RB
sport,12,NN
sported,5,VBD
sporting,2,NN
sportings,1,NNS
sportiveness,1,NN
sports,2,NN
spose,2,VBP
spot,70,NN
spots,9,NNS
spotted,2,VBN
spotthis,1,NN
spout,1,NN
spouts,1,NNS
sprang,19,VBP
sprawl,1,NN
sprawled,1,VBD
sprawling,2,VBG
spray,4,NN
spread,58,VBN
spreading,6,NN
sprightliness,1,NN
sprightly,4,RB
spring,43,NN
springing,13,VBG
springs,7,NNS
springy,2,JJ
sprinkled,5,VBD
sprinkling,1,NN
sprouting,1,VBG
sprung,30,NN
spun,4,VBN
spur,7,NN
spurn,2,VBP
spurned,4,VBN
spurns,1,VBZ
spurred,3,VBD
spurring,1,VBG
spurt,2,NN
spurted,1,NN
spurting,1,VBG
squadrons,2,NNS
squalid,9,JJ
squalidness,2,NN
squalor,1,NN
square,75,NNP
squares,14,NNP
squaring,1,VBG
squat,1,JJ
squeal,1,NN
squirrel,3,NN
squirrels,1,NNS
st,27,NNP
stab,1,VB
stabbed,1,VBD
stability,1,NN
stable,5,JJ
stables,4,NN
stabs,1,NN
staccato,1,NN
staff,5,NN
stag,2,NN
stage,17,NN
stagecoach,1,NN
stagefor,1,JJ
stages,1,NNS
stageven,1,NN
staggered,12,VBD
staggering,2,VBG
stagnation,1,NN
stain,5,NN
stained,13,VBN
staineda,1,NN
staines,1,NNP
staining,1,VBG
stainless,3,NN
stains,1,NNS
stair,2,NN
staircase,24,NN
stairs,21,NN
stake,2,NN
stakes,1,NN
stale,3,JJ
stalk,1,VB
stalked,1,VBD
stalking,1,VBG
stall,5,NN
stalled,1,VBN
stalls,4,NN
stalwart,1,NN
stamboul,6,NNP
stamp,3,NN
stamped,8,VBD
stamping,1,VBG
stand,35,VB
standard,7,NN
standing,33,VBG
stands,7,NNS
stanwell,1,NNP
staples,2,NN
star,23,NN
stare,4,VB
stared,28,VBD
staring,30,VBG
stark,2,JJ
starlight,1,NN
starred,4,VBD
starry,4,NN
stars,33,NNS
starsman,1,NN
start,11,VB
started,35,VBD
startedi,1,VBP
starting,9,VBG
startle,3,VB
startled,18,VBN
startling,2,NN
starts,5,VBZ
starvation,5,NN
starving,2,VBG
starvingand,1,NN
statchell,1,NNP
state,138,NN
stateall,1,NN
stated,6,VBN
stateliness,1,NN
stately,9,RB
statement,4,NN
statements,1,NN
states,19,NNPS
statesman,1,NN
statesmanship,1,NNP
statesmen,5,NNP
static,1,NNP
statical,1,NNP
statics,1,NNP
station,32,NN
stationary,2,JJ
stationed,4,VBD
stationery,1,NN
stationmarvel,1,NN
stations,1,NNS
statistics,1,NN
stator,1,NNP
statue,3,NN
statues,4,NNS
statueswhile,1,NN
stature,9,NN
status,2,NN
staunched,1,VBN
staunchions,1,NNS
staves,1,NNS
stay,24,NN
stayed,3,VBD
staying,1,VBG
staywe,1,VB
stead,2,NN
steadfastly,1,RB
steadied,1,VBN
steadily,8,RB
steadiness,1,NN
steady,14,JJ
steal,7,VB
stealing,3,VBG
stealth,2,NN
stealthy,1,JJ
steam,3,NN
steamboats,1,NNS
steamers,1,NNS
steams,1,NN
stedfast,1,NN
steed,3,NN
steeds,3,NNS
steel,7,NN
steeled,1,VBD
steep,11,JJ
steeped,4,VBD
steeple,3,NN
steeples,2,NNS
steepness,2,NN
steer,3,VB
steerage,1,NN
steered,2,VBD
steersman,2,NN
stem,3,VB
stemmed,2,VBD
stemming,2,VBG
stench,1,NNS
stentorian,1,VBN
step,47,NN
stephens,4,NNP
stepped,16,VBD
stepping,4,VBG
steps,70,NNS
stept,2,VBD
stepwrithing,1,NN
sterile,4,JJ
stern,7,JJ
sterner,1,VBP
sternness,2,NN
steward,1,NN
stick,5,NN
stickiness,1,NN
sticking,4,VBG
stiff,8,JJ
stiffened,1,VBN
stiffening,3,VBG
stiffly,2,NN
stifle,3,VB
stifled,2,JJ
stigma,1,NN
stile,1,NN
still,340,RB
stilldisappointed,1,VBD
stilled,2,VBN
stillness,7,NN
stillto,1,VBZ
stilly,1,RB
stimulants,1,NNS
stimulate,1,NN
stimulated,3,VBN
stimulating,1,VBG
stimulus,2,NN
sting,25,NN
stinging,8,JJ
stings,4,NNS
stipend,1,NN
stipulated,3,VBD
stir,5,VB
stirred,10,VBD
stirring,9,VBG
stitch,1,NN
stock,6,NN
stocked,2,VBN
stockings,2,NNS
stole,7,NN
stolen,2,VBN
stolid,1,JJ
stomach,6,NN
stomachs,2,VB
stone,21,NN
stones,11,NNS
stonily,1,RB
stony,8,NN
stood,169,VBD
stoodponderous,1,VBZ
stool,1,NN
stoop,1,VB
stooped,4,VBD
stooping,3,VBG
stop,21,VB
stoppage,1,NN
stoppages,2,NN
stopped,40,VBD
stoppers,1,NNS
stopping,12,VBG
stops,1,NN
stopsbut,1,NN
stopt,1,VBZ
store,9,NN
stored,3,VBD
storehouse,2,NN
storeroom,2,NN
stores,7,NNS
storeys,1,NN
storied,3,JJ
stories,3,NNS
storm,36,NN
stormi,1,NN
stormless,1,NN
storms,11,NNS
stormstill,1,VBZ
stormwas,1,NN
stormy,1,NN
story,63,NN
stout,2,NN
stoutest,1,JJS
stoutly,1,NN
stove,2,NN
stowe,7,NNP
stragglers,4,NN
straggling,3,VBG
straight,73,JJ
straightway,2,RB
strain,14,NN
strained,3,VBD
straining,1,VBG
strains,3,NN
strait,1,VB
straits,1,NNS
strand,3,NNP
stranded,1,VBN
strange,129,JJ
strangely,12,RB
strangeness,1,NN
stranger,121,NN
strangers,28,NN
strangersnor,1,NN
strangest,4,JJS
strangled,5,VBN
strangling,2,VBG
strap,2,NN
strasburgh,4,NNP
strata,1,NN
stratagem,2,NN
stratagems,1,NN
straw,22,NN
strawglass,1,NN
stray,4,JJ
strayed,4,VBN
straying,1,NN
streak,2,VB
streaked,2,VBN
streaks,1,NNS
stream,34,NN
streamed,5,VBD
streamer,1,NN
streaming,4,VBG
streamlet,3,NN
streams,19,NN
street,64,NN
streets,41,NNS
streetsbirds,1,NN
streetswomen,1,NNS
strength,84,NN
strengthen,1,NN
strengthened,3,VBD
strengthening,1,VBG
strengthyet,1,NN
strenuously,1,RB
stress,3,NN
stretch,8,NN
stretched,34,VBD
stretching,1,VBG
strew,4,VBD
strewed,16,VBN
strewing,2,VBG
strewn,6,NN
strews,1,VBZ
stricken,9,VBN
strict,6,JJ
strictest,1,NN
strictly,4,RB
strictness,1,NN
stride,2,VB
strides,3,NNS
striding,2,VBG
strife,8,NN
strike,9,VB
striken,1,VBD
strikenperhaps,1,NN
strikes,1,VBZ
striking,15,VBG
string,9,NN
stringed,1,JJ
stringent,2,JJ
strings,4,NNS
strip,2,NN
stripling,1,NN
striplingthe,1,NN
stripped,1,VBN
strips,1,NNS
stript,1,VBZ
strive,4,JJ
striving,3,VBG
strode,2,VBD
stroke,6,NN
stroked,2,VBD
strolled,2,VBD
strong,36,JJ
stronger,3,JJR
strongest,3,JJS
strongextra,1,NN
stronghold,1,NN
strongly,14,RB
stror,1,NN
strove,28,VBP
strown,1,JJ
struck,93,VBD
structure,8,NN
structures,1,NNS
struggle,37,NN
struggled,18,VBD
struggles,18,NNS
strugglethe,1,NN
struggling,17,VBG
strung,3,VBD
strychnine,2,NN
stubborn,1,JJ
stuck,3,VBD
stud,1,NN
studded,1,VBD
student,7,NN
students,3,NN
studentsand,1,VBP
studied,9,VBD
studies,16,NNS
studious,1,JJ
studiously,1,RB
study,59,NN
studyand,1,NN
studying,3,VBG
stuff,15,NN
stumbled,1,VBD
stumbling,2,VBG
stump,1,NN
stung,15,NN
stunned,7,VBD
stunted,2,NN
stupefied,1,NN
stupendous,7,JJ
stupid,4,JJ
stupidly,1,NN
stupor,1,NN
sturdy,3,JJ
sty,2,NN
style,8,NN
su,1,NN
suavity,1,NN
sub,2,RB
subalterns,1,VB
subconscious,1,JJ
subdue,8,VB
subdued,22,VBN
subduing,2,VBG
subject,64,NN
subjected,4,VBN
subjection,2,NN
subjects,25,NNS
subjectsthese,1,JJ
subjoined,1,NN
subjugated,1,VBD
sublime,18,JJ
sublimely,1,RB
sublimity,1,NN
submerged,1,VBN
submission,15,NN
submissive,1,JJ
submissively,2,RB
submit,19,VB
submitted,6,VBD
submitting,1,VBG
subordinate,1,VB
subordinated,1,JJ
subscribe,1,VB
subscribed,2,VBD
subscription,2,NN
subscriptions,1,NNS
subsequent,9,JJ
subsequently,5,RB
subservient,1,JJ
subsided,3,VBD
subsides,1,VBZ
subsist,1,VB
subsisted,3,VBD
subsistence,2,NN
substance,9,NN
substances,1,NNS
substantial,1,JJ
substitute,1,VB
substitution,1,NN
subterranean,1,JJ
subtle,3,JJ
subtlest,1,JJS
subtlety,3,NN
suburbs,1,NNS
subversion,2,NN
succeed,13,VB
succeeded,36,VBD
succeeding,4,VBG
success,40,NN
successes,2,NN
successful,4,JJ
successfully,2,RB
succession,12,NN
successive,2,JJ
successively,1,VBP
successor,2,NN
successors,1,NNS
succinct,1,NN
succour,10,NN
succouring,1,VBG
succourless,1,NN
succumbed,1,VBN
such,384,JJ
sucked,1,VBN
sudden,49,JJ
suddenly,163,RB
suddenlyblindingly,1,VBP
suddenness,2,NN
suffer,23,VB
sufferance,4,NN
suffered,47,VBD
sufferedcould,1,VBN
sufferer,11,NN
suffererit,1,NN
sufferers,4,NN
suffering,31,NN
sufferings,26,NNS
suffers,1,NN
suffice,12,NN
sufficeam,1,VB
sufficed,4,VBN
suffices,1,NNS
sufficiency,1,NN
sufficient,39,JJ
sufficientdid,1,NN
sufficiently,17,RB
suffocated,2,VBN
suffocating,1,VBG
suffocation,1,NN
suffrage,2,NN
suffused,4,VBD
suffusion,1,VBZ
sugar,1,NN
suggest,3,VB
suggested,15,VBN
suggestion,5,NN
suggestions,2,NNS
suggestive,2,NN
suggests,5,VBZ
suicide,5,NN
suit,3,NN
suitable,3,JJ
suite,1,NN
suited,3,VBN
suits,1,NNS
sullen,8,VB
sullenly,4,RB
sullenness,3,NN
sullied,1,VBN
sultan,1,NNP
sultana,1,NNP
sultry,1,NN
sum,9,NN
summarily,1,RB
summarizer,1,NN
summary,2,NN
summat,1,NN
summed,2,VBN
summer,60,NN
summers,1,NNS
summersshe,1,NN
summit,17,NN
summits,9,NNS
summon,2,VB
summoned,3,VBD
summons,1,NNS
sumptuous,3,JJ
sun,147,NN
sunbeam,1,NN
sunbeams,3,NNS
sunbut,1,NN
sunday,8,NNP
sundays,1,NNP
sung,2,VBD
sunk,30,VBN
sunken,5,JJ
sunlight,5,NN
sunny,16,JJ
sunrise,3,NN
suns,6,NN
sunset,15,NN
sunshine,15,NN
sunwhere,1,JJ
super,1,JJ
superabundant,2,JJ
superficial,1,VB
superfluity,5,NN
superfluous,4,JJ
superhuman,2,VB
superintend,1,VB
superior,30,JJ
superiority,12,NN
superiors,1,NNS
supernal,2,JJ
supernatural,8,JJ
superscription,1,NN
superseded,1,VBN
superstition,9,NN
superstitionand,1,NN
superstitions,1,NNS
superstitious,3,JJ
supervised,1,VBN
supervision,1,NN
supped,3,VBD
supper,4,NN
supple,2,JJ
supplemented,1,VBN
suppliant,2,NN
supplicating,2,NN
supplication,1,NN
supplied,8,VBD
supplies,2,VBZ
supply,11,VB
supplying,1,VBG
support,34,VB
supported,19,VBD
supporter,1,NN
supporters,3,NNS
supporting,8,VBG
supports,1,NN
suppose,42,VBP
supposed,21,VBN
supposing,6,VBG
supposition,5,NN
suppress,6,VB
suppressed,8,VBN
suppressing,4,VBG
suppression,4,NN
supremacy,1,NN
supremacyand,1,NN
supreme,16,NN
supremely,4,RB
supressed,1,VBN
surcharged,1,VBN
sure,29,JJ
surely,48,RB
surethe,1,JJ
surety,1,NN
surface,15,NN
surfaces,4,NN
surgeon,1,NN
surgeons,1,NN
surges,5,NN
surgical,2,JJ
surmised,1,VBN
surmount,3,VB
surmounted,3,VBN
surmounting,3,VBG
surpassed,1,JJ
surpassing,14,VBG
surprise,25,NN
surprised,31,VBN
surprising,2,JJ
surrender,4,VB
surreptitiously,1,RB
surrey,1,NNP
surround,11,VB
surrounded,40,VBN
surrounding,7,VBG
surroundings,2,NNS
survey,1,NN
surveyed,3,VBN
surveying,1,VBG
survive,14,VB
survived,10,VBD
survives,2,VBZ
surviving,11,VBG
survivor,12,NN
survivors,23,NN
susceptible,8,JJ
suspect,10,VB
suspected,10,VBN
suspecting,2,VBG
suspended,16,VBN
suspense,8,NN
suspension,1,NN
suspicion,12,NN
suspicions,5,NNS
suspicionyou,1,NN
suspicious,4,VBD
suspiciously,4,RB
sussex,5,NNP
sustain,10,VB
sustained,13,VBN
sustaining,4,NN
sustenance,9,NN
swallow,4,VB
swallowed,10,VBN
swallows,2,JJ
swam,3,VBP
swan,1,NN
swans,2,NN
sward,4,NN
swarming,1,VBG
swarthy,1,JJ
swathed,5,VBN
swathings,1,NNS
sway,5,NN
swayed,3,VBD
swaying,2,VBG
swear,11,VBP
swearby,1,VBP
swearing,4,VBG
sweep,4,NN
sweepest,1,JJS
sweeping,3,JJ
sweet,77,JJ
sweeter,2,JJR
sweetest,6,JJS
sweetly,1,RB
sweetmeats,1,NN
sweetness,13,NN
sweets,3,NN
sweetstuff,3,NN
swell,8,NN
swelled,9,VBD
swelling,8,VBG
swells,2,VBZ
swept,13,VBD
swerve,2,VB
swift,29,JJ
swifter,1,JJR
swiftly,29,RB
swiftness,5,NN
swim,2,VBP
swimbut,1,VB
swimmer,1,NN
swimmerthe,1,NN
swimming,3,NN
swindled,1,VBN
swing,4,NN
swinging,5,NN
swings,1,NNS
swish,1,NNP
swiss,4,JJ
switzerland,20,NNP
swollen,4,VBN
swoop,2,NN
sword,16,NN
swords,3,NNS
swore,8,NN
sworn,6,VBN
swung,8,NN
sybarite,2,NNP
syllable,3,VB
syllabled,3,VBD
syllables,2,NNS
symbol,1,NN
symbols,1,NN
symmetrical,1,JJ
symmetry,1,NN
sympathetic,7,JJ
sympathies,6,NNS
sympathiesas,1,NN
sympathise,5,VB
sympathised,5,VBN
sympathising,2,VBG
sympathize,4,VB
sympathized,2,VBD
sympathizes,1,VBZ
sympathizing,1,VBG
sympathy,66,NN
symptom,3,NN
symptomatic,1,JJ
symptoms,11,NNS
syndiche,1,NN
syndics,1,NN
syphon,2,NN
syphons,1,NN
syria,2,NNP
system,22,NN
systema,1,JJ
systematic,5,JJ
systematically,3,RB
systematised,1,VBD
systematizing,1,VBG
systems,4,NN
t,1,NNP
table,63,NN
tablea,1,NN
tables,3,NNS
tablet,4,NN
tablets,9,NNS
taci,1,NNP
tacitly,1,RB
tacitus,1,NNP
tack,1,NN
tacking,1,VBG
tackle,1,NN
tact,3,NN
tail,4,NN
tails,1,NNS
taint,5,NN
tainted,9,VBN
taintless,1,NN
take,156,VB
taken,104,VBN
takes,4,VBZ
takin,1,NN
taking,37,VBG
tale,70,NN
talent,13,NN
talents,14,NNS
tales,6,NNS
talisman,2,NN
talk,37,NN
talkative,1,JJ
talked,30,VBD
talkedi,1,VBP
talkin,1,NNP
talking,22,VBG
talks,2,NNS
tall,21,JJ
talons,1,NNS
tame,11,JJ
tamed,8,VBN
tameless,8,NN
tamely,1,RB
tamer,2,NN
taming,1,VBG
tampered,1,VBN
tangent,2,NN
tangible,6,JJ
tangled,4,VBN
tantalized,2,VBN
tantalizing,1,VBG
tap,4,NN
taper,1,JJ
tapers,1,NN
tapestries,1,NN
tapestry,4,NN
tapetum,2,NN
tapped,3,VBD
tapping,1,NN
tardily,1,VB
tardiness,1,NN
tardy,2,VBP
tarnish,2,VB
tarnished,4,VBD
tartary,1,NNP
tas,4,VBD
task,67,NN
tasks,3,NNS
taskto,1,JJ
tasnt,1,RB
taste,15,NN
tasted,2,VBN
tasteful,2,NN
tastes,6,NNS
taters,1,NNS
tattered,3,JJ
tatters,1,NN
tattle,1,NN
tattling,1,NN
taught,30,VBN
taunt,4,NN
taurus,2,NNP
tavernier,1,NNP
tavistock,1,NNP
tawdry,1,NN
tawny,1,NN
tax,4,NN
taxed,2,VBD
tay,1,NNP
tea,5,NN
teach,7,VB
teacher,7,NN
teachers,8,NNP
teaching,5,NN
teachings,1,NNS
team,1,NN
teapot,1,NN
tear,22,VB
tearful,5,JJ
tearing,5,VBG
tears,106,NNS
tearshers,1,NNS
tearsi,1,NN
tearsit,1,NN
tearsour,1,JJ
tearstelling,1,VBG
tearswell,1,NN
teased,1,VBN
technical,1,JJ
ted,1,NNP
teddy,21,NNP
tedious,14,JJ
tediously,1,NN
tedium,1,NN
teemed,3,VBD
teeming,3,VBG
teeth,22,NNS
telegraph,2,NN
telephone,1,NN
telescopes,1,NNS
telescoping,1,NN
tell,87,VB
telling,6,VBG
tells,5,NNS
tellthere,1,VB
temper,24,NN
temperate,9,NN
temperature,5,NN
tempered,3,VBD
tempest,25,NN
tempests,2,NNS
tempestuous,4,JJ
temple,21,NN
temples,7,NN
templethe,1,JJ
temporarily,1,RB
temporary,11,JJ
tempt,2,VB
temptation,6,NN
temptations,3,NNS
tempted,7,VBN
tempts,1,VBZ
ten,44,JJ
tenacious,2,JJ
tenacity,2,NN
tenant,1,NN
tenantless,3,VBP
tenants,1,NN
tend,6,VB
tended,5,VBD
tendencies,1,NNS
tendency,1,NN
tender,30,NN
tendered,1,VBD
tenderest,7,JJS
tenderly,6,RB
tenderness,39,NN
tendernessi,1,VB
tending,1,VBG
tends,3,VBZ
tenement,3,NN
tenets,1,NNS
tenfold,4,NN
tennis,1,NN
tenor,7,NN
tenour,1,NN
tens,3,NNS
tense,2,NN
tent,2,NN
tentative,2,JJ
tenth,3,JJ
tents,5,NNS
tenure,1,NN
term,10,NN
terminal,12,NN
terminate,2,VB
terminated,4,VBD
terminating,1,VBG
termination,4,NN
terminology,2,NN
terms,19,NNS
terrace,6,NN
terraces,3,NNS
terrae,1,NN
terrene,1,NN
terrestrial,1,JJ
terrible,23,JJ
terribly,2,RB
terrific,13,JJ
terrifically,1,RB
terrified,5,VBD
terrify,2,VB
territory,5,NN
terror,42,NN
terrora,1,JJ
terrorised,1,JJ
terrorists,1,NNS
terrorless,1,NN
terrors,8,NNS
terrorso,1,JJ
terse,1,JJ
tertiary,1,JJ
test,8,NN
testamentary,1,JJ
testified,1,NN
testifies,1,NN
testify,1,VB
testifying,1,NN
testimonials,1,NN
testimonies,2,NNS
testimony,5,NN
tethered,1,VBN
text,2,NN
texture,3,NN
th,1,JJ
thames,7,NNP
than,433,IN
thank,20,NN
thanked,8,VBD
thankful,2,JJ
thankfulness,3,NN
thankless,1,NN
thanks,9,NNS
thanksgiving,3,NN
that,3777,IN
thatch,1,NN
thati,1,VB
thats,25,NN
thatthe,1,JJ
thatuntil,1,IN
thaw,1,NN
thawed,3,VBD
thawing,1,NN
thawless,1,NN
thaws,1,NNS
the,20756,DT
theatre,8,NN
theatres,6,NN
theatrical,4,JJ
thee,39,NN
theedeh,1,NN
theefool,1,JJ
their,995,PRP$
theirs,11,NN
them,646,PRP
thema,1,JJ
themas,1,NN
themcease,1,NN
theme,6,NN
themes,2,NNS
themi,1,NN
themistocles,1,NNP
themlive,1,NN
themlord,1,NN
themmy,1,NN
themselves,106,PRP
themso,1,NN
themstolen,1,VBN
themthe,1,JJ
then,642,RB
thence,17,NN
thenceforth,2,NN
thenheaven,1,RB
thenlord,1,NN
thenno,1,JJ
thennothingness,1,NN
thensilence,1,NN
theologian,1,NN
theology,3,NNP
theoretically,1,NN
theories,8,NNS
theory,18,NN
therapeutic,3,NNP
there,586,EX
thereafter,2,RB
thereand,1,JJ
thereby,11,NN
therefor,1,NNP
therefore,96,RB
therein,6,NN
theremy,1,NN
theres,21,VB
therethe,1,JJ
thermopylae,1,NNP
these,489,DT
theseus,2,NNP
thessaly,1,NNP
thet,1,JJ
they,941,PRP
theyre,5,NN
theyve,1,NN
theywe,1,JJ
thick,22,JJ
thickened,3,VBD
thicker,1,JJR
thicket,2,NN
thickets,3,NN
thickly,4,RB
thickness,3,NN
thief,7,NN
thievish,1,JJ
thin,30,JJ
thine,8,NN
thing,88,NN
thingcame,1,NN
things,142,NNS
thingsspecks,1,NNS
thingsthat,1,NN
thingsthe,1,NN
thingswhat,1,NNS
think,116,VB
thinkamong,1,IN
thinker,2,NN
thinking,15,VBG
thinks,7,VBZ
thinned,4,JJ
thinner,3,NN
thinning,1,VBG
third,42,JJ
thirdly,1,NN
thirds,2,NNS
thirst,22,NN
thirsted,3,VBD
thirsting,1,VBG
thirsty,4,NN
thirteen,5,JJ
thirteenth,1,NN
thirty,6,NN
this,1556,DT
thisbut,1,VB
thisfalse,1,JJ
thisi,2,VB
thisto,1,NN
thither,12,NN
thomas,21,NNP
thonon,1,NNP
thorn,1,JJ
thorns,2,VBZ
thorny,1,JJ
thorough,3,JJ
thoroughly,2,RB
those,303,DT
thou,74,NN
though,197,IN
thought,283,NN
thoughta,1,JJ
thoughtful,2,RB
thoughtfulness,2,NN
thoughtit,1,NN
thoughtland,3,NNP
thoughtless,4,NN
thoughtlessly,1,RB
thoughtpromise,1,NN
thoughts,129,NNS
thoughtvainlyfuturity,1,NN
thoughtwhat,1,WDT
thoughtyes,1,VBP
thousand,98,CD
thousands,18,NNS
thousandsmillions,1,NN
thousandth,2,JJ
thrace,8,NNP
thrashed,1,VBD
thread,4,NN
threaded,3,VBD
threading,2,VBG
threads,1,NNS
threat,9,NN
threaten,2,VB
threatened,14,VBD
threatening,4,VBG
threats,7,NNS
three,166,CD
threefold,3,JJ
threes,2,NN
threshold,17,NN
thresholds,2,NNS
threw,56,VBD
thrice,7,NN
thrill,4,NN
thrilled,4,VBD
thrilling,11,VBG
throat,15,NN
throats,2,NNS
throbbed,1,IN
throbbing,1,VBG
throbbings,2,NNS
throe,1,NN
throes,8,NNS
throne,18,NN
throned,3,VBN
throng,8,NN
thronged,9,VBD
thronging,3,VBG
through,371,IN
throughout,10,IN
throw,25,VB
throwing,11,VBG
thrown,36,VBN
thrush,2,NN
thrust,12,VB
thrusting,1,VBG
thud,13,NN
thumb,1,VB
thunder,24,NN
thunderbolt,1,NN
thunderbolts,1,JJ
thundered,1,VBD
thundering,1,NN
thunderlike,2,IN
thunders,3,NNS
thunderstorm,3,NN
thur,2,NN
thursday,1,NNP
thus,225,RB
thuseven,1,RB
thushours,1,NNS
thusis,1,RB
thusnot,1,JJ
thuspale,1,NNP
thuswe,1,VBN
thwart,1,VB
thwarted,1,NNS
thy,89,JJ
thyme,3,NN
thyself,3,NN
ti,1,NN
tiber,4,NNP
tick,1,NN
ticket,1,NN
ticking,3,NN
tide,28,NN
tides,1,NNS
tidied,1,VBD
tidings,9,NNS
tidy,2,VB
tie,8,NN
tied,6,VBN
tiefill,1,NN
tierra,1,NNP
ties,14,NNS
tiesfor,1,VBD
tiger,1,NN
tigers,1,NNS
tight,5,JJ
tightened,2,VBD
tightly,1,RB
tilbury,1,NNP
tile,1,NN
till,107,NN
tillerand,1,NN
tills,1,NNS
tilta,1,NN
tilted,2,VBD
timbers,1,NNS
time,450,NN
timebeware,1,NN
timebut,1,NN
timed,4,VBD
timely,1,JJ
timenow,1,NN
times,88,NNS
timesevery,1,NN
timid,6,NN
timidity,3,NN
timidly,5,RB
timidlysome,1,JJ
timons,1,NNP
timorous,3,JJ
timorously,2,RB
tin,2,NN
tinge,3,NN
tinged,13,VBD
tinges,1,VBD
tingle,2,NN
tingling,2,NN
tinkered,1,VBN
tinkled,1,VBD
tinkling,2,NN
tinsel,2,NN
tint,1,NN
tintern,1,JJ
tints,3,NN
tiny,6,JJ
tip,2,NN
tips,2,NNS
tiptoe,1,NN
tiptoed,1,VB
tire,1,NN
tired,5,IN
tiredand,1,NN
tis,4,JJ
tissue,3,NN
tissued,1,VBN
tissuetransparent,1,NN
titchfield,1,NNP
title,15,NN
titled,1,VBN
titles,1,NNS
titles24,1,NN
tizzy,1,NN
tmy,1,JJ
to,9153,TO
tobacco,2,NN
today,2,NN
todo,1,NN
todown,1,IN
toe,3,NN
toes,1,NNS
together,84,RB
togetheras,1,IN
togetherbe,1,NN
togetherclose,1,JJ
toil,21,NN
toiled,4,VBD
toilet,1,NN
toils,14,NNS
toilsome,1,JJ
toilsone,1,NN
token,3,NN
tokens,6,NNS
told,77,VBD
tolerable,1,JJ
tolerably,2,RB
tolerated,2,VBD
toleration,2,NN
tom,1,NNP
tomb,42,NN
tomblike,1,JJ
tombs,4,NN
tombsamong,1,IN
tombstones,1,NNS
tomfoolery,1,NN
tomorrow,1,NN
tone,30,NN
toned,1,JJ
