term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
home,-0.03569976284493844,0.014748160885061562,0.0041654751511068615,0.0028480876871543486,-0.003520868456044504,-0.009683073362872616,-0.030027810035654606,0.020861213058196954,0.011027691250438029,-0.03642229017464907
led,-0.025639070290495843,0.005050027586724908,0.0012409206509487038,-0.0012538925240967122,-0.011025389031533534,0.008303458331063784,0.000787500115979963,-0.022817784956206972,0.0026147985722468617,-0.045749115107496394
easily,-0.02697514467753581,0.009251507670290232,-0.0005931065158778704,-0.006007884852741853,-0.041619947823544286,0.0016466406513465552,0.004167762575573056,-0.02962844529833511,0.003715640649048341,-0.02091517714625687
possessed,-0.036086857012448396,0.03430681779295194,-0.004788705700508877,-0.004122333237202383,0.014930689296717968,-0.003094945100492825,-0.019067305202846788,-0.02926742544819702,0.020317280061376827,-0.030826599193224474
fire,-0.032589681646319035,0.0032071184739994032,0.013944118184679817,0.02319557394216374,0.03612355143715762,0.10380840973149466,-0.032947700734603694,-0.02578402331592911,-0.007293074196899297,0.07937172965695485
yes,-0.02109579719585575,-0.023136066205261128,-0.012925454757329632,-0.007696430025958938,-0.02531625828466919,-0.0067212006195024035,-0.0020281517612164017,0.0036473229151183866,-0.033340462248886996,0.002331251717834691
terror,-0.023394966400772987,-0.01664304043147291,-0.03018809368040357,-0.009821499167016683,0.013365758134295847,0.008404171847837268,0.028070195662441063,0.030199998413130466,0.005219817804544272,0.011006338796978609
arrived,-0.03361125464137001,0.027529496259340883,-0.005959605255649563,-0.001552647222211906,0.02030700822433276,-0.00111493481463401,0.02101866078693874,-0.025409828657943143,0.013773346985697689,0.01905287644260678
happiness,-0.04735709800769391,0.04711237186322488,-0.010141990416315569,-0.012328481134905681,0.014101055097363653,-0.03465798948882435,0.05718045920690224,-0.0008221663622428386,-0.014375576240509532,-0.0074341078399558615
degree,-0.02643198006357958,0.024651899107538854,-0.0020291623692014196,-0.0029488810569608384,-0.019673633180241915,-0.00794992966816843,0.0034770833466520644,-0.040549513677617874,0.008825862188878462,0.00352103118327608
certainly,-0.027811084305373223,-0.011308406279050375,0.020763189489223066,0.010171855732226568,-0.005697985399073044,-0.018384610710889412,-0.005994717193819828,-0.027043296423978676,-0.005838055206105788,-0.033076707585878454
road,-0.03248670422595841,-0.035080482912418776,0.006415711037028322,-0.011574563065191334,-0.006796565708085084,0.031586442583248275,0.004440496962616867,0.05094419743104661,0.11726924329485346,0.028199888553828746
children,-0.03327609189097072,0.008257566726342805,0.007221614930805197,0.005536445695652494,-0.01974327756763122,0.03301387612444009,-0.03768632695963103,0.005334145719684227,-0.008914548301906163,-0.02841171960787607
suppose,-0.025011728972176312,-0.014864705630707749,-0.004037925016335423,-0.0021297927832846044,-0.032947735027674625,0.018307128905985393,-0.019834386840700616,0.00821210468673371,0.0075507672830388015,0.006629760970998343
yourself,-0.035141962625603596,0.022854948132534383,0.004004824939049541,-0.014324687635495265,-0.030357073702802807,-0.00863284765233211,0.0559277235756569,0.008371918637000677,-0.011737951397330675,-0.00913376974053831
shut,-0.02661464287415092,-0.023058000974582646,0.016671703626980706,-0.03656859525077617,0.014160752466153089,0.014758296094180372,0.0021872069285206247,0.011481737856804338,0.01800795217063876,0.004488889380532734
answer,-0.02950508988662198,0.013473908579531962,0.0027063880344011726,0.0012002968546457674,-0.017649158845431116,-0.02652892718675982,0.025420977713644006,-0.004967162344588986,-0.011804194895745008,0.0413661697211079
woman,-0.03889513503931925,0.0066821476529295145,0.004941847730537331,0.013864173507829314,-0.05543750107341655,0.0313729229753632,-0.04504374645316442,0.04828288436644743,-0.037088147184050076,0.00882702692613793
turn,-0.02763644952319604,-0.005896666435834873,0.002710396175124317,0.0015177102573988262,-0.009942471206418071,0.034077613159838885,-0.0049377970270433474,0.0226639611812038,0.035506326848647504,0.027544523524687555
dont,-0.040913955372144845,-0.08221572197888395,0.02715935009433927,-0.05473599956840738,0.012051529900497937,-0.02283676089896482,-0.0050910992676734225,-0.009627424662897505,-0.03181796910267431,0.04920124064767303
length,-0.03561233132273201,0.02383578836566463,-0.00019801874986103291,0.002492928132290226,-0.02800647572353678,0.020011729507611504,-0.017211953076565475,0.03623707433718482,-0.018444359242961242,-0.010790256064609108
rose,-0.02515894177935899,0.0028008870825954463,-0.0024990529770177656,0.005116812814339449,0.020905676118090168,0.013826138008514661,0.0208451422121418,0.002983741802674914,-0.01500230555604366,0.01130933253071725
fear,-0.044174693753418044,0.03827558216999957,-0.008998295021632519,-0.007164862515575067,0.016782696142645406,-0.026510916502820482,0.06868836161410743,0.059605197309261615,-0.01167530986511971,0.029552877468594158
lost,-0.03657250766440032,0.029579519154656658,-0.00592563846265305,-0.0025685223961686627,0.009497695677975022,-0.013470481230496713,0.03421203297380887,0.02921201209234683,-0.016376604454206023,0.001124253364601325
quickly,-0.028968305897921518,0.015367623627224786,-0.004290563691622679,0.0008311596039874165,0.02827669472194881,0.05330075364456494,-0.00246901134401052,-0.026084576262514574,0.005262848863637989,0.05177306292373268
point,-0.03974813980710175,0.0003267218299822921,0.007762046159548791,0.010691072936594161,-0.1338859935067119,-0.003832875162080259,-0.020987653134226382,0.0071828184405515845,-0.04929840779611346,0.018281042978711234
wish,-0.027948052863597757,0.01297621793629314,0.010015675845478004,-0.020596297181140796,0.016813177161335863,-0.006522648411924173,0.00201712046783897,0.004293104091613477,-0.02146483968334222,0.011004748535849764
got,-0.037779493137560294,-0.06903209297326657,-0.0037458688165014384,0.022336034257905906,0.002632637241817151,0.023952433146455787,0.006319415713441072,0.044600222129789695,0.08063242857007286,0.009978608677720683
fellow,-0.034023247595164105,0.023244863070475262,-0.005613097049250989,0.0010742454449292399,0.002559838022906901,0.0018939279888093327,0.00607003444233149,-0.014175356721213185,0.01576594883907456,-0.0009513012429518162
together,-0.024165270899976048,-0.008932181437154681,0.019590185787501956,0.004754943693086832,-0.018759427944344063,-0.0026598204555422743,-0.009938305691793525,-0.005304392336318278,-0.004258208075222757,-0.0034091872849438356
object,-0.027816495401220474,0.01613490790044638,-0.009268523497905152,0.001484254660856144,-0.011905125001011364,0.004782259949941596,-0.011633527511889322,-0.0347201225045511,0.02903391008002038,-0.02585421213097802
dream,-0.02798451715362325,0.00820982387136153,-0.00955115746774763,-0.007834863621799082,-0.02800649379208121,-0.00700432327057975,0.008410047064089776,-0.008561262783539223,-0.01944851062558237,-0.020387669060641746
called,-0.03428759729180451,0.01021925350203394,0.004174909951840971,0.013832388916692152,-0.01753348586098374,0.02426581956799678,-0.01953508516660896,0.025252240566479206,-0.027643694230287858,0.018714735495433194
steps,-0.033572381076691554,-0.013902138428536185,0.033847021919111264,0.027762504156181398,0.0036498570480217696,0.02090498680056431,0.01815511157082954,0.008586868475939605,0.035598438907279574,-0.011006138002665027
since,-0.030448628363503434,0.014715063475259168,-0.00023072955452912674,-0.0011265983647324675,0.0035849227814661994,-0.016077657826516364,-0.019039693906267894,0.02119621504256728,0.006621037746105509,0.0017654542031420586
often,-0.049038905405490475,0.043779000078954175,-0.003865937940517614,-0.01053288283520271,0.012246115324522324,0.018540976997331364,-0.02351895502983221,-0.06485066115128416,0.031476951939315045,-0.026744621420359084
possible,-0.026344068653532643,-0.01500257875255431,-0.006174920038237799,0.004430052788140417,-0.02770192421050357,-0.010159588738828478,0.00905426279025499,-0.01580782826321235,-0.005642780642904811,0.004400336964998943
us,-0.07910976960526446,0.062075561801132634,-0.004615408050697433,-0.00376133449722184,-0.10365533660523171,-0.15466592090134537,-0.029510756006284583,-0.03010297072359903,0.05151134745577381,0.0740127851574762
appear,-0.02521114635571223,0.016199221716653875,-0.0002934491816762464,0.0008856370517632654,-0.015554929581740956,-0.006039878451353882,0.00012550493437546998,-0.02236478032131068,0.009336108385018785,0.01680071671060657
hardly,-0.030202454681907232,0.00969008533573286,-0.0012660474783706894,0.001304271577455787,0.0025402298641122065,0.02479114006083658,0.0209613100127226,0.0162555294682747,0.02658520381549666,-0.0017172644433116942
books,-0.04184175389005345,-0.047413713429565345,-0.009273472497827522,-0.05746045953503854,-0.009083035917731689,-0.020605881422121854,-0.039703534752676996,-0.05036575738681217,-0.019088968398649434,-0.04822444134556851
happened,-0.01938284075230737,-0.013598416079838749,-0.006550819457002143,0.0035776547164180035,-0.006948945316581641,0.004713372656685757,0.00764055094648642,-0.00815776712721371,-0.016294058927775325,-0.010277835241947265
told,-0.02550860335526776,-0.009685928697758901,0.010552044612023165,0.007434121273716148,-0.011299730465677926,-0.0022226453770188147,0.014817943015312075,0.011846343886531024,-0.015351493401058076,0.011221344738535052
however,-0.03444994268923278,0.016163699301669967,0.001712276852968915,0.0008237740749868704,-0.007862156776261738,0.05018703098492768,0.006357442079678652,-0.01686920978871957,0.017110829966523217,0.03862730990805957
black,-0.031267058236457916,-0.016786673238976025,0.01995957099303886,-0.0025522485023909557,0.027736925261194385,0.012709361939670184,-0.01929683643358946,0.027565687484302256,0.012803570590275195,0.027036335447373095
thoughts,-0.03551201873035177,0.03339275982487125,-0.005927952586466492,-0.006764624372290868,0.0036286983608097155,0.015293691159324765,0.02665987895908064,-0.03845199187803799,0.011721654553609117,0.005238443767127399
each,-0.040391477299201166,0.021789718196612247,0.00281642629959308,0.0008336182572179548,-0.022817373753333745,0.01780853426279457,-0.05363760000905599,0.008846800910238336,-0.0245726861800366,-0.0002540593900170953
affection,-0.03591734704119887,0.03563969158986628,-0.0031695943692382393,-0.0010426429068270075,0.025695258006635788,-0.018688119016199687,-0.039913362430478924,-0.00010245829079945949,0.010614624545109716,-0.0035719960723156986
around,-0.033803640162605134,0.024539540147466912,-0.0029683873679282715,-0.002478556080761937,0.0237651165464904,0.030770987632301964,0.04279225322950569,0.0033168971490791376,-0.018550613197267526,-0.01534658155191613
four,-0.02842513484086424,-0.022568428359153115,0.00725981976211334,0.004649668341578921,-0.05140598204155282,0.019589661435290864,-0.024210507912639765,0.03770899105876688,0.0032200223992684992,-0.007761652372425958
placed,-0.02888687866502301,0.015906612711715742,-0.006018154719746475,0.0013509546193317791,0.009663243809985907,0.040021429018536926,-0.010260849843963306,-0.021514201423980653,-0.0160113068998662,0.014821381814267795
ten,-0.018740332124227706,-0.008679841241052231,0.005072454801669491,-0.009545097042996446,-0.0033767530451189725,-0.00447362375633695,-0.005385932204791844,0.016111667804524516,0.007383656999020103,-0.014456083840752506
rather,-0.03128366494861571,0.0113026795081143,-0.006969728974309101,0.0020060104571123774,-0.01410919769813193,-0.01417975452456668,-0.021815865087606776,-0.017788837358492106,0.011798664020944937,-0.01796659430595862
girl,-0.034997388802128264,0.015523947999744969,-0.0011961067903544338,0.015367371477106219,0.05697032258632456,0.03515414732308588,-0.0608052048329664,0.009377783928359603,-0.0009386966260466011,0.03533617671841133
vanished,-0.024980516010859266,-0.021533313791365426,-0.005997901233269235,-0.014687414025228187,-0.01016654228007312,0.035110284496393286,-0.011419623331854728,0.022560378161044066,0.036187335705628744,-0.08203615736272521
reason,-0.02492304655897904,0.0042818588161336185,-0.001957459108992454,0.00795160602659271,-0.014773372539952315,0.010854421400689864,0.01786132870941198,0.009144932853185605,-0.03127139254127837,0.01988696093917293
poor,-0.04898246313191683,0.03945225808390874,0.005000520984745084,-0.002292182805755707,0.048597620212103974,-0.05729876731797841,-0.08207554541074698,0.05980397452660159,-0.006360823247009841,0.03333716523365626
discovery,-0.025288592186670802,0.011036723858915064,-0.010203987416181464,-0.0007579135466961898,-0.009813487840803804,0.010322375795207448,-0.029021087260570202,-0.044893320964536715,0.05244884998123724,-0.025577175581922497
sufficient,-0.023042701920401868,0.019952102030804945,-0.0050465927065436395,-0.0030387621693401447,-0.000908491742831491,-0.002752410963454942,0.007767348854882212,-0.022842759256766265,0.016225650481839982,0.002179510924804605
enter,-0.02572835499875112,0.016919373466733417,-0.0006747824149747076,-0.0030632516347358337,7.305347326704641e-05,0.009117077486413593,-0.021295042174909525,-0.010465820344263294,0.016932568892044385,-0.017491123899622044
expression,-0.021815286997108687,0.005252222730151121,-0.0088908328886042,-0.010503193658752897,0.006313750172317274,0.003927329720791771,-0.0003177249655190821,0.00042438763123579565,-0.01353642493126711,-0.001907754546121477
done,-0.03216655629925789,-0.01992024863951492,-0.012825160291299943,0.011531245683462237,-0.014813518951984203,0.017934819308872276,-0.017567357477098637,0.027268546714424035,0.02280364443575001,0.06442483758912936
study,-0.041446919660035636,-0.017673774602465483,-0.01753627998110333,0.008800944572230468,-0.014104377944013,-0.04836900329822418,-0.01264370420280183,-0.09508996476169522,0.0658161830714708,-0.08703552602139304
watching,-0.020948435395951995,-0.0009889271392361561,-0.008857668214906491,-0.0008861818570139832,0.0076277238131969806,0.024531274388953785,0.0010866442529872604,0.0067545731625653265,0.017777061932309997,-0.001734279507414754
food,-0.03937583810298262,-0.003131508921666247,-0.043778667078990474,0.0021950821341430765,0.013015921928784684,0.08916063720415907,0.004334283882103549,-0.07187504454935806,-0.020499659194627234,0.021981639875380043
hear,-0.03010979902103839,0.006316762481400936,0.006841469280463674,0.0027534411955716822,-0.04178200176377984,-0.008851996896086733,0.03283379213092892,-0.0188510208612577,0.009556504935725867,0.008666044253687208
expressed,-0.02707531960426544,0.018770546646036335,-0.0006831072256881458,-0.012450761556715454,0.015452903005699814,0.01639258561102537,-0.007206666828616516,-0.007361632969423043,-0.026636840646482994,-0.010462445379403829
formed,-0.025118824024997342,0.02038133737951335,0.0009762618833443717,0.0014991633820180311,0.008744831926392693,0.0041577393672128276,0.007037834179601103,-0.014787189180474752,0.00040412547842613885,-0.011718570496163573
necessary,-0.026390348289979215,0.017466462301744045,0.0037099954324076585,-0.0025108150267587836,-0.02811910428181542,-0.015353049687358223,-0.0051167488240000825,-0.017585867892701945,0.0019595709827735885,-0.0009654672192655944
hard,-0.022550912044423933,-0.011259799393667464,-0.0049003186586671675,0.002630285394264889,0.010377519724834685,-0.0060201586112999935,-0.00770436088776995,0.015242561518113658,0.0021883436261573666,-0.0088409302010562
fixed,-0.02721715392113341,0.025445979725870014,-0.005381766812735608,-0.002997300406269259,0.008824188426468968,-0.006137966695109974,-0.0020376538918764585,-0.019810147466329437,0.014869918429342663,-0.011270144774780685
greatest,-0.031826723567554296,0.025216253523340715,0.0030721263161806647,0.005175433153594393,-0.008353599989781094,-0.024012008246655683,-0.03240434669612285,-0.036743612719923886,0.02600091497747616,-0.03503350472411502
